Time (Day)	LVV B-X (nT)
22.91597	19796.30
22.91667	19796.90
22.91736	19796.90
22.91806	19796.70
22.91875	19796.60
22.91944	19796.70
22.92014	19796.80
22.92083	19797.90
22.92153	19798.30
22.92222	19798.80
22.92292	19799.30
22.92361	19799.40
22.92431	19799.60
22.92500	19799.50
22.92569	19799.90
22.92639	19800.40
22.92708	19801.00
22.92778	19802.00
22.92847	19802.90
22.92917	19803.80
22.92986	19804.20
22.93056	19804.50
22.93125	19805.80
22.93194	19806.00
22.93264	19806.70
22.93333	19806.80
22.93403	19807.30
22.93472	19808.40
22.93542	19808.60
22.93611	19809.50
22.93681	19810.00
22.93750	19809.80
22.93819	19809.80
22.93889	19810.30
22.93958	19810.90
22.94028	19811.50
22.94097	19812.10
22.94167	19812.50
22.94236	19813.20
22.94306	19813.70
22.94375	19814.10
22.94444	19814.90
22.94514	19816.80
22.94583	19817.20
22.94653	19817.60
22.94722	19818.30
22.94792	19818.70
22.94861	19818.30
22.94931	19818.10
22.95000	19817.70
22.95069	19817.30
22.95139	19816.60
22.95208	19817.10
22.95278	19817.00
22.95347	19816.70
22.95417	19816.80
22.95486	19818.00
22.95556	19818.50
22.95625	19818.20
22.95694	19818.20
22.95764	19818.00
22.95833	19817.90
22.95903	19817.70
22.95972	19817.20
22.96042	19816.40
22.96111	19816.10
22.96181	19816.00
22.96250	19816.30
22.96319	19817.20
22.96389	19818.40
22.96458	19819.30
22.96528	19819.70
22.96597	19819.60
22.96667	19819.50
22.96736	19819.40
22.96806	19820.00
22.96875	19820.70
22.96944	19821.30
22.97014	19821.10
22.97083	19821.20
22.97153	19821.10
22.97222	19821.10
22.97292	19820.50
22.97361	19820.40
22.97431	19820.20
22.97500	19819.90
22.97569	19819.50
22.97639	19818.90
22.97708	19818.60
22.97778	19818.90
22.97847	19819.20
22.97917	19819.70
22.97986	19819.40
22.98056	19820.70
22.98125	19820.30
22.98194	19819.40
22.98264	19819.40
22.98333	19819.00
22.98403	19819.10
22.98472	19819.80
22.98542	19821.10
22.98611	19821.70
22.98681	19822.90
22.98750	19823.90
22.98819	19824.20
22.98889	19824.70
22.98958	19824.90
22.99028	19825.00
22.99097	19824.90
22.99167	19824.00
22.99236	19823.30
22.99306	19823.20
22.99375	19823.00
22.99444	19822.20
22.99514	19822.10
22.99583	19821.60
22.99653	19821.60
22.99722	19822.00
22.99792	19821.70
22.99861	19821.30
22.99931	19821.70
23.00000	19822.90
23.00069	19823.30
23.00139	19822.70
23.00208	19822.70
23.00278	19823.10
23.00347	19823.80
23.00417	19824.20
23.00486	19824.40
23.00556	19824.20
23.00625	19824.40
23.00694	19824.30
23.00764	19824.00
23.00833	19824.20
23.00903	19824.10
23.00972	19824.30
23.01042	19823.80
23.01111	19823.00
23.01181	19823.10
23.01250	19823.10
23.01319	19823.10
23.01389	19822.90
23.01458	19822.90
23.01528	19822.70
23.01597	19822.30
23.01667	19821.90
23.01736	19822.10
23.01806	19821.80
23.01875	19821.50
23.01944	19820.90
23.02014	19820.70
23.02083	19820.60
23.02153	19820.70
23.02222	19820.90
23.02292	19820.60
23.02361	19820.60
23.02431	19820.80
23.02500	19820.50
23.02569	19820.40
23.02639	19820.50
23.02708	19820.20
23.02778	19820.10
23.02847	19820.20
23.02917	19820.20
23.02986	19819.90
23.03056	19819.90
23.03125	19820.00
23.03194	19820.30
23.03264	19819.90
23.03333	19820.10
23.03403	19820.50
23.03472	19821.30
23.03542	19821.70
23.03611	19822.30
23.03681	19822.70
23.03750	19822.60
23.03819	19822.40
23.03889	19822.30
23.03958	19821.90
23.04028	19821.70
23.04097	19821.30
23.04167	19821.10
23.04236	19820.30
23.04306	19820.30
23.04375	19820.00
23.04444	19820.30
23.04514	19820.00
23.04583	19818.90
23.04653	19818.20
23.04722	19817.80
23.04792	19817.90
23.04861	19818.70
23.04931	19819.60
23.05000	19819.40
23.05069	19819.40
23.05139	19819.50
23.05208	19819.30
23.05278	19819.60
23.05347	19819.20
23.05417	19819.60
23.05486	19819.80
23.05556	19820.60
23.05625	19821.40
23.05694	19822.90
23.05764	19824.50
23.05833	19825.60
23.05903	19825.70
23.05972	19825.50
23.06042	19825.40
23.06111	19824.60
23.06181	19823.20
23.06250	19821.20
23.06319	19820.90
23.06389	19820.30
23.06458	19820.00
23.06528	19819.50
23.06597	19818.90
23.06667	19818.70
23.06736	19819.20
23.06806	19819.40
23.06875	19819.60
23.06944	19819.70
23.07014	19820.20
23.07083	19820.00
23.07153	19819.60
23.07222	19819.80
23.07292	19820.10
23.07361	19820.70
23.07431	19820.80
23.07500	19820.70
23.07569	19820.00
23.07639	19820.00
23.07708	19820.50
23.07778	19820.70
23.07847	19821.20
23.07917	19821.50
23.07986	19821.30
23.08056	19821.20
23.08125	19821.00
23.08194	19820.70
23.08264	19820.90
23.08333	19820.20
23.08403	19819.60
23.08472	19819.80
23.08542	19820.00
23.08611	19820.00
23.08681	19820.30
23.08750	19820.20
23.08819	19820.00
23.08889	19820.40
23.08958	19820.40
23.09028	19820.10
23.09097	19819.30
23.09167	19819.20
23.09236	19819.40
23.09306	19818.80
23.09375	19818.60
23.09444	19819.10
23.09514	19818.90
23.09583	19820.00
23.09653	19820.50
23.09722	19819.90
23.09792	19819.50
23.09861	19819.20
23.09931	19819.20
23.10000	19818.90
23.10069	19818.90
23.10139	19819.00
23.10208	19818.70
23.10278	19819.00
23.10347	19819.20
23.10417	19818.70
23.10486	19819.00
23.10556	19818.90
23.10625	19818.80
23.10694	19819.20
23.10764	19820.20
23.10833	19820.40
23.10903	19820.80
23.10972	19821.10
23.11042	19821.70
23.11111	19822.60
23.11181	19822.80
23.11250	19822.40
23.11319	19821.90
23.11389	19820.60
23.11458	19819.30
23.11528	19818.80
23.11597	19821.30
23.11667	19823.30
23.11736	19824.10
23.11806	19823.00
23.11875	19822.60
23.11944	19822.80
23.12014	19824.10
23.12083	19824.90
23.12153	19826.20
23.12222	19826.90
23.12292	19828.10
23.12361	19828.10
23.12431	19829.00
23.12500	19829.80
23.12569	19830.80
23.12639	19830.80
23.12708	19830.80
23.12778	19830.70
23.12847	19830.80
23.12917	19831.50
23.12986	19832.10
23.13056	19832.30
23.13125	19832.00
23.13194	19831.50
23.13264	19831.20
23.13333	19831.30
23.13403	19831.50
23.13472	19831.40
23.13542	19831.60
23.13611	19831.00
23.13681	19830.90
23.13750	19831.50
23.13819	19832.30
23.13889	19832.20
23.13958	19832.80
23.14028	19833.10
23.14097	19833.40
23.14167	19832.50
23.14236	19832.20
23.14306	19832.40
23.14375	19833.10
23.14444	19832.90
23.14514	19833.20
23.14583	19832.40
23.14653	19832.30
23.14722	19832.80
23.14792	19832.60
23.14861	19831.70
23.14931	19832.00
23.15000	19832.00
23.15069	19832.20
23.15139	19832.20
23.15208	19831.60
23.15278	19831.40
23.15347	19831.40
23.15417	19831.20
23.15486	19831.10
23.15556	19830.90
23.15625	19831.00
23.15694	19830.60
23.15764	19830.30
23.15833	19830.50
23.15903	19831.00
23.15972	19831.00
23.16042	19830.70
23.16111	19830.50
23.16181	19830.70
23.16250	19831.00
23.16319	19830.70
23.16389	19830.80
23.16458	19830.30
23.16528	19830.70
23.16597	19830.60
23.16667	19831.00
23.16736	19830.70
23.16806	19831.30
23.16875	19831.20
23.16944	19831.30
23.17014	19831.50
23.17083	19831.40
23.17153	19830.50
23.17222	19831.20
23.17292	19831.00
23.17361	19831.70
23.17431	19831.90
23.17500	19831.90
23.17569	19831.50
23.17639	19831.80
23.17708	19832.00
23.17778	19830.60
23.17847	19830.90
23.17917	19831.50
23.17986	19832.30
23.18056	19832.00
23.18125	19832.30
23.18194	19832.50
23.18264	19832.50
23.18333	19832.90
23.18403	19832.90
23.18472	19832.60
23.18542	19832.80
23.18611	19833.10
23.18681	19833.30
23.18750	19833.00
23.18819	19832.50
23.18889	19832.60
23.18958	19832.80
23.19028	19833.20
23.19097	19833.00
23.19167	19833.10
23.19236	19832.90
23.19306	19833.20
23.19375	19832.70
23.19444	19833.40
23.19514	19834.00
23.19583	19834.00
23.19653	19833.90
23.19722	19833.50
23.19792	19834.20
23.19861	19834.00
23.19931	19834.20
23.20000	19834.40
23.20069	19834.50
23.20139	19834.60
23.20208	19834.20
23.20278	19834.20
23.20347	19834.00
23.20417	19834.90
23.20486	19834.50
23.20556	19833.90
23.20625	19833.60
23.20694	19835.20
23.20764	19834.60
23.20833	19834.20
23.20903	19834.10
23.20972	19834.50
23.21042	19835.10
23.21111	19835.10
23.21181	19834.90
23.21250	19834.50
23.21319	19834.50
23.21389	19835.10
23.21458	19835.30
23.21528	19835.40
23.21597	19835.60
23.21667	19834.90
23.21736	19835.10
23.21806	19835.40
23.21875	19836.20
23.21944	19836.20
23.22014	19835.80
23.22083	19836.30
23.22153	19837.00
23.22222	19837.50
23.22292	19836.30
23.22361	19837.00
23.22431	19836.90
23.22500	19837.20
23.22569	19837.30
23.22639	19837.40
23.22708	19837.20
23.22778	19836.30
23.22847	19836.30
23.22917	19836.00
23.22986	19836.10
23.23056	19836.80
23.23125	19837.00
23.23194	19837.30
23.23264	19837.80
23.23333	19837.60
23.23403	19836.80
23.23472	19835.90
23.23542	19835.60
23.23611	19835.10
23.23681	19835.30
23.23750	19835.90
23.23819	19836.80
23.23889	19836.30
23.23958	19835.40
23.24028	19834.50
23.24097	19833.80
23.24167	19832.30
23.24236	19832.80
23.24306	19833.00
23.24375	19834.20
23.24444	19834.90
23.24514	19836.60
23.24583	19837.00
23.24653	19836.70
23.24722	19836.00
23.24792	19834.50
23.24861	19833.00
23.24931	19833.20
23.25000	19835.50
23.25069	19836.40
23.25139	19836.00
23.25208	19835.40
23.25278	19835.40
23.25347	19836.30
23.25417	19836.60
23.25486	19836.90
23.25556	19837.10
23.25625	19837.00
23.25694	19837.50
23.25764	19837.80
23.25833	19837.80
23.25903	19837.00
23.25972	19836.60
23.26042	19837.10
23.26111	19836.80
23.26181	19836.50
23.26250	19836.80
23.26319	19837.30
23.26389	19838.40
23.26458	19837.30
23.26528	19836.50
23.26597	19836.30
23.26667	19836.50
23.26736	19837.00
23.26806	19837.40
23.26875	19837.60
23.26944	19838.10
23.27014	19838.80
23.27083	19838.80
23.27153	19839.30
23.27222	19839.50
23.27292	19838.60
23.27361	19838.60
23.27431	19838.40
23.27500	19839.40
23.27569	19840.30
23.27639	19841.00
23.27708	19840.90
23.27778	19840.60
23.27847	19840.90
23.27917	19841.30
23.27986	19841.00
23.28056	19841.00
23.28125	19841.20
23.28194	19840.90
23.28264	19840.80
23.28333	19839.90
23.28403	19839.50
23.28472	19839.60
23.28542	19840.10
23.28611	19840.20
23.28681	19840.70
23.28750	19840.10
23.28819	19839.50
23.28889	19840.40
23.28958	19840.10
23.29028	19841.20
23.29097	19840.70
23.29167	19840.30
23.29236	19839.40
23.29306	19840.70
23.29375	19840.80
23.29444	19840.40
23.29514	19840.20
23.29583	19840.30
23.29653	19840.00
23.29722	19840.40
23.29792	19840.10
23.29861	19839.90
23.29931	19838.70
23.30000	19838.70
23.30069	19840.10
23.30139	19841.70
23.30208	19840.80
23.30278	19839.90
23.30347	19838.20
23.30417	19838.00
23.30486	19838.20
23.30556	19838.20
23.30625	19838.40
23.30694	19838.70
23.30764	19838.10
23.30833	19838.20
23.30903	19837.50
23.30972	19837.60
23.31042	19837.30
23.31111	19836.40
23.31181	19835.90
23.31250	19835.70
23.31319	19835.20
23.31389	19835.40
23.31458	19836.80
23.31528	19837.10
23.31597	19837.00
23.31667	19836.30
23.31736	19835.90
23.31806	19835.30
23.31875	19835.10
23.31944	19835.00
23.32014	19833.30
23.32083	19833.80
23.32153	19833.30
23.32222	19833.60
23.32292	19834.00
23.32361	19833.40
23.32431	19833.50
23.32500	19832.00
23.32569	19832.50
23.32639	19833.00
23.32708	19832.20
23.32778	19831.60
23.32847	19830.50
23.32917	19830.70
23.32986	19830.60
23.33056	19830.40
23.33125	19830.60
23.33194	19830.30
23.33264	19829.90
23.33333	19828.40
23.33403	19829.00
23.33472	19828.50
23.33542	19828.20
23.33611	19827.80
23.33681	19826.90
23.33750	19826.80
23.33819	19826.00
23.33889	19826.60
23.33958	19825.80
23.34028	19826.50
23.34097	19826.80
23.34167	19825.50
23.34236	19825.80
23.34306	19826.70
23.34375	19825.60
23.34444	19825.50
23.34514	19825.10
23.34583	19825.40
23.34653	19824.70
23.34722	19823.70
23.34792	19824.50
23.34861	19824.60
23.34931	19824.40
23.35000	19823.90
23.35069	19823.30
23.35139	19823.00
23.35208	19823.10
23.35278	19824.30
23.35347	19823.60
23.35417	19822.60
23.35486	19822.90
23.35556	19821.90
23.35625	19823.20
23.35694	19823.50
23.35764	19823.10
23.35833	19822.70
23.35903	19822.00
23.35972	19821.80
23.36042	19821.30
23.36111	19820.50
23.36181	19821.20
23.36250	19821.70
23.36319	19821.30
23.36389	19820.50
23.36458	19820.60
23.36528	19820.70
23.36597	19821.30
23.36667	19821.60
23.36736	19821.40
23.36806	19821.20
23.36875	19821.00
23.36944	19820.70
23.37014	19820.60
23.37083	19820.10
23.37153	19819.80
23.37222	19820.10
23.37292	19819.70
23.37361	19819.50
23.37431	19819.50
23.37500	19819.80
23.37569	19819.50
23.37639	19819.10
23.37708	19819.00
23.37778	19818.90
23.37847	19818.40
23.37917	19818.30
23.37986	19818.00
23.38056	19817.70
23.38125	19817.90
23.38194	19818.10
23.38264	19818.00
23.38333	19817.30
23.38403	19816.50
23.38472	19816.80
23.38542	19816.90
23.38611	19817.00
23.38681	19816.30
23.38750	19816.50
23.38819	19817.20
23.38889	19817.40
23.38958	19817.00
23.39028	19816.50
23.39097	19816.10
23.39167	19815.90
23.39236	19816.00
23.39306	19815.80
23.39375	19815.70
23.39444	19816.00
23.39514	19816.00
23.39583	19815.80
23.39653	19815.60
23.39722	19815.10
23.39792	19815.50
23.39861	19816.20
23.39931	19815.80
23.40000	19816.10
23.40069	19816.20
23.40139	19816.60
23.40208	19816.80
23.40278	19816.90
23.40347	19816.90
23.40417	19817.50
23.40486	19817.20
23.40556	19817.60
23.40625	19817.90
23.40694	19818.30
23.40764	19818.10
23.40833	19817.40
23.40903	19817.40
23.40972	19818.20
23.41042	19818.50
23.41111	19817.70
23.41181	19817.90
23.41250	19817.80
23.41319	19817.90
23.41389	19818.60
23.41458	19818.90
23.41528	19819.10
23.41597	19819.20
23.41667	19818.80
23.41736	19818.60
23.41806	19818.30
23.41875	19818.10
23.41944	19817.70
23.42014	19817.70
23.42083	19818.40
23.42153	19818.00
23.42222	19818.40
23.42292	19818.10
23.42361	19819.10
23.42431	19819.10
23.42500	19819.30
23.42569	19819.10
23.42639	19819.10
23.42708	19819.30
23.42778	19818.90
23.42847	19819.10
23.42917	19819.00
23.42986	19818.60
23.43056	19818.50
23.43125	19817.90
23.43194	19817.40
23.43264	19817.40
23.43333	19817.20
23.43403	19816.30
23.43472	19816.70
23.43542	19816.90
23.43611	19816.60
23.43681	19816.80
23.43750	19818.20
23.43819	19819.50
23.43889	19820.30
23.43958	19821.00
23.44028	19821.50
23.44097	19821.80
23.44167	19821.90
23.44236	19822.20
23.44306	19822.50
23.44375	19823.10
23.44444	19823.20
23.44514	19823.40
23.44583	19823.80
23.44653	19823.50
23.44722	19822.80
23.44792	19822.40
23.44861	19822.10
23.44931	19821.40
23.45000	19821.70
23.45069	19821.70
23.45139	19823.00
23.45208	19822.10
23.45278	19821.60
23.45347	19819.40
23.45417	19818.60
23.45486	19818.20
23.45556	19818.60
23.45625	19818.20
23.45694	19819.00
23.45764	19819.50
23.45833	19820.60
23.45903	19820.80
23.45972	19820.00
23.46042	19819.80
23.46111	19819.90
23.46181	19819.30
23.46250	19819.30
23.46319	19819.60
23.46389	19820.70
23.46458	19821.00
23.46528	19822.10
23.46597	19822.50
23.46667	19823.30
23.46736	19823.90
23.46806	19823.10
23.46875	19822.20
23.46944	19821.80
23.47014	19821.90
23.47083	19821.80
23.47153	19821.80
23.47222	19822.30
23.47292	19821.80
23.47361	19822.20
23.47431	19822.50
23.47500	19823.20
23.47569	19824.20
23.47639	19823.40
23.47708	19822.40
23.47778	19822.20
23.47847	19824.10
23.47917	19823.90
23.47986	19823.70
23.48056	19822.40
23.48125	19823.70
23.48194	19824.20
23.48264	19824.80
23.48333	19823.90
23.48403	19824.50
23.48472	19824.30
23.48542	19823.80
23.48611	19822.50
23.48681	19822.40
23.48750	19822.60
23.48819	19822.80
23.48889	19823.20
23.48958	19822.90
23.49028	19822.70
23.49097	19822.90
23.49167	19823.40
23.49236	19823.30
23.49306	19824.10
23.49375	19824.30
23.49444	19825.00
23.49514	19824.70
23.49583	19824.70
23.49653	19824.50
23.49722	19824.70
23.49792	19824.90
23.49861	19824.50
23.49931	19824.80
23.50000	19825.30
23.50069	19825.50
23.50139	19825.00
23.50208	19825.00
23.50278	19825.20
23.50347	19825.40
23.50417	19826.10
23.50486	19826.40
23.50556	19826.30
23.50625	19826.80
23.50694	19826.40
23.50764	19826.60
23.50833	19826.90
23.50903	19826.80
23.50972	19827.40
23.51042	19827.70
23.51111	19827.50
23.51181	19827.60
23.51250	19827.80
23.51319	19827.40
23.51389	19827.20
23.51458	19826.70
23.51528	19827.40
23.51597	19827.00
23.51667	19826.10
23.51736	19826.10
23.51806	19826.00
23.51875	19825.80
23.51944	19826.40
23.52014	19826.10
23.52083	19825.70
23.52153	19825.20
23.52222	19825.90
23.52292	19826.50
23.52361	19827.20
23.52431	19827.90
23.52500	19827.90
23.52569	19828.00
23.52639	19829.20
23.52708	19829.00
23.52778	19829.30
23.52847	19829.30
23.52917	19829.60
23.52986	19829.80
23.53056	19829.80
23.53125	19829.90
23.53194	19830.00
23.53264	19829.30
23.53333	19828.50
23.53403	19828.30
23.53472	19827.80
23.53542	19828.30
23.53611	19828.40
23.53681	19828.30
23.53750	19827.40
23.53819	19826.70
23.53889	19826.60
23.53958	19826.00
23.54028	19825.50
23.54097	19825.70
23.54167	19825.50
23.54236	19825.50
23.54306	19825.30
23.54375	19825.30
23.54444	19825.00
23.54514	19825.10
23.54583	19825.40
23.54653	19825.40
23.54722	19825.10
23.54792	19825.00
23.54861	19825.00
23.54931	19825.60
23.55000	19825.50
23.55069	19825.70
23.55139	19825.70
23.55208	19825.70
23.55278	19825.90
23.55347	19825.90
23.55417	19826.20
23.55486	19826.80
23.55556	19826.90
23.55625	19826.60
23.55694	19826.40
23.55764	19826.80
23.55833	19826.60
23.55903	19826.40
23.55972	19826.50
23.56042	19826.60
23.56111	19826.70
23.56181	19826.90
23.56250	19827.00
23.56319	19827.10
23.56389	19826.90
23.56458	19826.80
23.56528	19826.90
23.56597	19826.90
23.56667	19826.40
23.56736	19826.40
23.56806	19826.50
23.56875	19827.20
23.56944	19826.70
23.57014	19826.50
23.57083	19826.80
23.57153	19826.90
23.57222	19826.80
23.57292	19826.80
23.57361	19826.50
23.57431	19825.90
23.57500	19826.10
23.57569	19825.80
23.57639	19826.00
23.57708	19825.90
23.57778	19826.10
23.57847	19826.30
23.57917	19825.90
23.57986	19825.90
23.58056	19826.00
23.58125	19826.20
23.58194	19825.70
23.58264	19825.30
23.58333	19825.20
23.58403	19825.90
23.58472	19826.10
23.58542	19826.50
23.58611	19826.50
23.58681	19826.70
23.58750	19826.40
23.58819	19827.10
23.58889	19827.00
23.58958	19826.90
23.59028	19826.80
23.59097	19826.80
23.59167	19827.00
23.59236	19827.10
23.59306	19827.30
23.59375	19827.50
23.59444	19827.70
23.59514	19827.60
23.59583	19827.90
23.59653	19827.70
23.59722	19828.00
23.59792	19827.90
23.59861	19828.10
23.59931	19828.20
23.60000	19828.30
23.60069	19828.30
23.60139	19828.00
23.60208	19828.20
23.60278	19828.00
23.60347	19827.90
23.60417	19828.20
23.60486	19827.90
23.60556	19828.00
23.60625	19827.70
23.60694	19827.50
23.60764	19827.90
23.60833	19828.00
23.60903	19828.20
23.60972	19828.70
23.61042	19828.70
23.61111	19828.80
23.61181	19828.80
23.61250	19828.70
23.61319	19828.40
23.61389	19828.70
23.61458	19828.40
23.61528	19828.40
23.61597	19828.60
23.61667	19828.70
23.61736	19828.50
23.61806	19828.80
23.61875	19827.80
23.61944	19826.90
23.62014	19827.50
23.62083	19827.70
23.62153	19827.60
23.62222	19827.70
23.62292	19828.00
23.62361	19828.30
23.62431	19828.70
23.62500	19828.30
23.62569	19828.30
23.62639	19828.50
23.62708	19828.30
23.62778	19828.50
23.62847	19828.10
23.62917	19827.90
23.62986	19828.00
23.63056	19827.60
23.63125	19827.20
23.63194	19826.40
23.63264	19826.90
23.63333	19827.20
23.63403	19827.30
23.63472	19826.30
23.63542	19826.40
23.63611	19826.70
23.63681	19826.90
23.63750	19826.90
23.63819	19827.20
23.63889	19827.60
23.63958	19827.30
23.64028	19828.30
23.64097	19829.00
23.64167	19830.00
23.64236	19830.10
23.64306	19829.90
23.64375	19829.60
23.64444	19829.80
23.64514	19830.70
23.64583	19831.00
23.64653	19830.70
23.64722	19830.40
23.64792	19830.90
23.64861	19830.90
23.64931	19830.70
23.65000	19830.60
23.65069	19831.10
23.65139	19830.30
23.65208	19830.40
23.65278	19831.30
23.65347	19831.70
23.65417	19831.70
23.65486	19831.40
23.65556	19830.80
23.65625	19830.70
23.65694	19830.80
23.65764	19831.40
23.65833	19830.30
23.65903	19830.70
23.65972	19831.60
23.66042	19831.20
23.66111	19831.10
23.66181	19831.20
23.66250	19831.90
23.66319	19832.50
23.66389	19832.40
23.66458	19831.80
23.66528	19831.60
23.66597	19831.70
23.66667	19831.90
23.66736	19831.40
23.66806	19831.00
23.66875	19831.10
23.66944	19831.10
23.67014	19831.70
23.67083	19831.60
23.67153	19831.10
23.67222	19831.80
23.67292	19832.60
23.67361	19832.10
23.67431	19831.80
23.67500	19831.40
23.67569	19832.10
23.67639	19832.70
23.67708	19831.80
23.67778	19831.50
23.67847	19831.00
23.67917	19830.50
23.67986	19830.90
23.68056	19830.70
23.68125	19830.70
23.68194	19830.30
23.68264	19830.80
23.68333	19831.40
23.68403	19831.70
23.68472	19830.90
23.68542	19830.60
23.68611	19831.50
23.68681	19831.90
23.68750	19831.60
23.68819	19831.00
23.68889	19831.50
23.68958	19831.80
23.69028	19831.60
23.69097	19831.90
23.69167	19831.30
23.69236	19830.90
23.69306	19831.10
23.69375	19830.70
23.69444	19830.30
23.69514	19831.20
23.69583	19831.40
23.69653	19831.20
23.69722	19829.80
23.69792	19830.10
23.69861	19830.30
23.69931	19829.90
23.70000	19830.10
23.70069	19830.60
23.70139	19831.20
23.70208	19831.70
23.70278	19833.00
23.70347	19833.70
23.70417	19834.20
23.70486	19835.40
23.70556	19836.70
23.70625	19838.00
23.70694	19838.60
23.70764	19838.80
23.70833	19838.30
23.70903	19838.10
23.70972	19838.90
23.71042	19837.10
23.71111	19837.60
23.71181	19837.00
23.71250	19835.80
23.71319	19835.10
23.71389	19834.90
23.71458	19834.70
23.71528	19834.20
23.71597	19834.00
23.71667	19834.00
23.71736	19833.80
23.71806	19835.30
23.71875	19835.60
23.71944	19835.50
23.72014	19835.10
23.72083	19835.00
23.72153	19834.10
23.72222	19833.80
23.72292	19834.10
23.72361	19833.60
23.72431	19833.60
23.72500	19833.80
23.72569	19834.50
23.72639	19834.20
23.72708	19833.70
23.72778	19834.50
23.72847	19835.10
23.72917	19835.70
23.72986	19835.30
23.73056	19835.30
23.73125	19835.00
23.73194	19835.10
23.73264	19835.30
23.73333	19834.30
23.73403	19833.80
23.73472	19833.80
23.73542	19834.10
23.73611	19833.90
23.73681	19833.70
23.73750	19834.70
23.73819	19834.00
23.73889	19833.60
23.73958	19833.70
23.74028	19834.40
23.74097	19834.30
23.74167	19833.40
23.74236	19833.30
23.74306	19833.10
23.74375	19832.40
23.74444	19832.40
23.74514	19832.50
23.74583	19833.00
23.74653	19832.80
23.74722	19833.00
23.74792	19832.40
23.74861	19831.90
23.74931	19832.50
23.75000	19832.80
23.75069	19833.00
23.75139	19832.80
23.75208	19832.00
23.75278	19831.40
23.75347	19830.80
23.75417	19830.80
23.75486	19830.00
23.75556	19829.30
23.75625	19831.00
23.75694	19830.30
23.75764	19829.90
23.75833	19830.00
23.75903	19830.50
23.75972	19830.90
23.76042	19831.60
23.76111	19832.20
23.76181	19831.80
23.76250	19832.70
23.76319	19832.80
23.76389	19832.70
23.76458	19832.70
23.76528	19832.90
23.76597	19832.80
23.76667	19832.70
23.76736	19832.20
23.76806	19832.10
23.76875	19831.60
23.76944	19831.90
23.77014	19831.40
23.77083	19830.80
23.77153	19830.40
23.77222	19830.70
23.77292	19831.60
23.77361	19831.30
23.77431	19832.20
23.77500	19831.80
23.77569	19832.00
23.77639	19831.80
23.77708	19831.30
23.77778	19830.90
23.77847	19830.90
23.77917	19830.60
23.77986	19831.60
23.78056	19830.50
23.78125	19831.20
23.78194	19831.10
23.78264	19831.20
23.78333	19830.70
23.78403	19829.90
23.78472	19830.00
23.78542	19830.80
23.78611	19829.50
23.78681	19829.20
23.78750	19830.10
23.78819	19829.90
23.78889	19829.70
23.78958	19829.60
23.79028	19829.80
23.79097	19828.60
23.79167	19829.00
23.79236	19829.60
23.79306	19830.00
23.79375	19829.40
23.79444	19829.00
23.79514	19829.10
23.79583	19829.10
23.79653	19829.50
23.79722	19829.60
23.79792	19829.50
23.79861	19830.50
23.79931	19830.30
23.80000	19830.10
23.80069	19829.50
23.80139	19830.30
23.80208	19830.40
23.80278	19830.40
23.80347	19830.90
23.80417	19832.00
23.80486	19832.80
23.80556	19832.90
23.80625	19832.90
23.80694	19832.60
23.80764	19832.30
23.80833	19831.80
23.80903	19831.60
23.80972	19832.00
23.81042	19831.90
23.81111	19830.10
23.81181	19828.20
23.81250	19829.00
23.81319	19828.60
23.81389	19828.10
23.81458	19828.80
23.81528	19828.60
23.81597	19829.10
23.81667	19828.20
23.81736	19828.20
23.81806	19827.80
23.81875	19828.50
23.81944	19828.90
23.82014	19827.20
23.82083	19827.10
23.82153	19827.60
23.82222	19827.80
23.82292	19827.90
23.82361	19828.70
23.82431	19827.20
23.82500	19826.40
23.82569	19828.20
23.82639	19827.40
23.82708	19827.00
23.82778	19825.70
23.82847	19826.60
23.82917	19827.00
23.82986	19827.20
23.83056	19825.90
23.83125	19826.70
23.83194	19828.60
23.83264	19829.10
23.83333	19828.70
23.83403	19828.20
23.83472	19828.10
23.83542	19827.80
23.83611	19828.60
23.83681	19828.80
23.83750	19828.00
23.83819	19827.00
23.83889	19827.90
23.83958	19827.20
23.84028	19827.20
23.84097	19827.20
23.84167	19826.60
23.84236	19826.10
23.84306	19825.90
23.84375	19825.00
23.84444	19824.70
23.84514	19824.70
23.84583	19824.50
23.84653	19824.40
23.84722	19823.90
23.84792	19823.40
23.84861	19823.50
23.84931	19823.70
23.85000	19823.30
23.85069	19822.90
23.85139	19822.20
23.85208	19821.50
23.85278	19822.00
23.85347	19822.30
23.85417	19822.10
23.85486	19822.10
23.85556	19822.20
23.85625	19822.60
23.85694	19823.00
23.85764	19823.30
23.85833	19823.30
23.85903	19823.40
23.85972	19823.30
23.86042	19823.50
23.86111	19823.10
23.86181	19823.40
23.86250	19823.20
23.86319	19822.40
23.86389	19823.10
23.86458	19823.30
23.86528	19823.00
23.86597	19822.70
23.86667	19823.20
23.86736	19823.10
23.86806	19823.40
23.86875	19824.30
23.86944	19824.10
23.87014	19824.60
23.87083	19824.60
23.87153	19824.60
23.87222	19824.80
23.87292	19824.50
23.87361	19824.70
23.87431	19824.70
23.87500	19825.20
23.87569	19826.40
23.87639	19826.50
23.87708	19828.80
23.87778	19827.30
23.87847	19830.80
23.87917	19830.50
23.87986	19831.90
23.88056	19833.00
23.88125	19833.40
23.88194	19834.70
23.88264	19834.30
23.88333	19834.80
23.88403	19834.40
23.88472	19834.80
23.88542	19834.90
23.88611	19835.00
