Time (Day)	LVV B-Y (nT)
22.99583	2202.40
22.99653	2201.90
22.99722	2201.50
22.99792	2201.50
22.99861	2202.30
22.99931	2203.10
23.00000	2201.60
23.00069	2201.20
23.00139	2202.00
23.00208	2202.30
23.00278	2201.80
23.00347	2202.30
23.00417	2200.70
23.00486	2199.90
23.00556	2200.90
23.00625	2201.60
23.00694	2201.40
23.00764	2200.90
23.00833	2201.10
23.00903	2201.40
23.00972	2201.60
23.01042	2202.00
23.01111	2202.10
23.01181	2202.50
23.01250	2202.90
23.01319	2203.20
23.01389	2203.60
23.01458	2203.80
23.01528	2203.80
23.01597	2203.90
23.01667	2203.90
23.01736	2203.70
23.01806	2203.80
23.01875	2203.90
23.01944	2203.80
23.02014	2204.00
23.02083	2204.20
23.02153	2204.20
23.02222	2204.20
23.02292	2204.20
23.02361	2204.20
23.02431	2204.20
23.02500	2203.90
23.02569	2203.80
23.02639	2203.90
23.02708	2203.80
23.02778	2203.70
23.02847	2203.60
23.02917	2203.40
23.02986	2203.30
23.03056	2202.90
23.03125	2202.70
23.03194	2202.20
23.03264	2201.60
23.03333	2201.50
23.03403	2201.10
23.03472	2200.80
23.03542	2200.60
23.03611	2200.10
23.03681	2199.90
23.03750	2199.60
23.03819	2199.20
23.03889	2199.10
23.03958	2199.00
23.04028	2199.30
23.04097	2199.70
23.04167	2200.20
23.04236	2200.80
23.04306	2201.30
23.04375	2201.50
23.04444	2201.70
23.04514	2202.10
23.04583	2202.50
23.04653	2202.80
23.04722	2203.20
23.04792	2203.30
23.04861	2203.00
23.04931	2202.70
23.05000	2203.00
23.05069	2203.60
23.05139	2204.00
23.05208	2204.60
23.05278	2205.40
23.05347	2206.20
23.05417	2205.70
23.05486	2205.90
23.05556	2206.50
23.05625	2206.50
23.05694	2205.60
23.05764	2203.40
23.05833	2202.50
23.05903	2203.10
23.05972	2202.80
23.06042	2201.20
23.06111	2201.10
23.06181	2201.70
23.06250	2202.40
23.06319	2202.70
23.06389	2203.70
23.06458	2203.30
23.06528	2202.60
23.06597	2202.80
23.06667	2203.40
23.06736	2202.70
23.06806	2202.50
23.06875	2202.20
23.06944	2202.20
23.07014	2201.80
23.07083	2201.90
23.07153	2202.20
23.07222	2202.10
23.07292	2201.70
23.07361	2201.20
23.07431	2201.00
23.07500	2201.00
23.07569	2201.20
23.07639	2201.50
23.07708	2201.80
23.07778	2202.10
23.07847	2201.90
23.07917	2201.30
23.07986	2200.90
23.08056	2200.80
23.08125	2200.30
23.08194	2200.10
23.08264	2200.70
23.08333	2200.50
23.08403	2200.00
23.08472	2200.70
23.08542	2201.00
23.08611	2202.80
23.08681	2202.40
23.08750	2202.00
23.08819	2202.10
23.08889	2202.00
23.08958	2202.40
23.09028	2202.90
23.09097	2203.90
23.09167	2204.50
23.09236	2203.20
23.09306	2203.70
23.09375	2204.00
23.09444	2203.70
23.09514	2204.50
23.09583	2203.40
23.09653	2203.30
23.09722	2203.30
23.09792	2203.00
23.09861	2203.20
23.09931	2203.10
23.10000	2203.30
23.10069	2203.30
23.10139	2203.40
23.10208	2203.80
23.10278	2203.60
23.10347	2203.60
23.10417	2203.30
23.10486	2203.20
23.10556	2203.30
23.10625	2203.40
23.10694	2203.40
23.10764	2202.70
23.10833	2202.50
23.10903	2202.70
23.10972	2203.30
23.11042	2202.70
23.11111	2201.40
23.11181	2199.70
23.11250	2199.40
23.11319	2198.40
23.11389	2198.90
23.11458	2199.30
23.11528	2200.20
23.11597	2200.00
23.11667	2197.10
23.11736	2195.50
23.11806	2196.90
23.11875	2196.80
23.11944	2198.20
23.12014	2198.50
23.12083	2198.90
23.12153	2199.00
23.12222	2198.80
23.12292	2197.70
23.12361	2197.90
23.12431	2197.60
23.12500	2196.20
23.12569	2195.30
23.12639	2194.30
23.12708	2193.90
23.12778	2193.10
23.12847	2192.80
23.12917	2192.40
23.12986	2191.70
23.13056	2190.60
23.13125	2190.60
23.13194	2190.60
23.13264	2191.30
23.13333	2191.10
23.13403	2191.00
23.13472	2191.40
23.13542	2191.70
23.13611	2192.40
23.13681	2192.80
23.13750	2193.00
23.13819	2193.60
23.13889	2194.10
23.13958	2194.30
23.14028	2194.90
23.14097	2194.70
23.14167	2195.50
23.14236	2195.60
23.14306	2195.90
23.14375	2196.30
23.14444	2196.80
23.14514	2196.80
23.14583	2197.10
23.14653	2196.90
23.14722	2197.40
23.14792	2198.50
23.14861	2198.50
23.14931	2198.80
23.15000	2199.10
23.15069	2199.30
23.15139	2199.40
23.15208	2199.80
23.15278	2200.00
23.15347	2200.10
23.15417	2200.20
23.15486	2200.20
23.15556	2200.30
23.15625	2200.20
23.15694	2200.20
23.15764	2200.30
23.15833	2200.60
23.15903	2201.10
23.15972	2201.50
23.16042	2201.20
23.16111	2201.30
23.16181	2201.40
23.16250	2201.50
23.16319	2201.40
23.16389	2201.40
23.16458	2201.20
23.16528	2201.40
23.16597	2201.50
23.16667	2201.60
23.16736	2200.60
23.16806	2200.40
23.16875	2200.20
23.16944	2200.30
23.17014	2201.10
23.17083	2201.20
23.17153	2201.20
23.17222	2202.00
23.17292	2202.00
23.17361	2202.40
23.17431	2202.00
23.17500	2201.40
23.17569	2201.80
23.17639	2201.90
23.17708	2201.80
23.17778	2201.50
23.17847	2201.90
23.17917	2201.80
23.17986	2202.60
23.18056	2203.10
23.18125	2203.10
23.18194	2203.30
23.18264	2203.60
23.18333	2203.90
23.18403	2203.70
23.18472	2205.20
23.18542	2204.70
23.18611	2204.60
23.18681	2204.20
23.18750	2204.40
23.18819	2204.70
23.18889	2204.70
23.18958	2205.20
23.19028	2204.30
23.19097	2204.20
23.19167	2203.80
23.19236	2204.10
23.19306	2203.80
23.19375	2205.10
23.19444	2204.60
23.19514	2203.70
23.19583	2203.90
23.19653	2204.30
23.19722	2204.40
23.19792	2203.70
23.19861	2204.20
23.19931	2203.40
23.20000	2204.40
23.20069	2205.30
23.20139	2205.60
23.20208	2206.50
23.20278	2206.60
23.20347	2206.60
23.20417	2206.50
23.20486	2207.50
23.20556	2205.90
23.20625	2205.70
23.20694	2204.50
23.20764	2204.00
23.20833	2204.60
23.20903	2203.40
23.20972	2202.50
23.21042	2202.90
23.21111	2203.30
23.21181	2203.90
23.21250	2205.80
23.21319	2206.30
23.21389	2206.80
23.21458	2205.90
23.21528	2206.50
23.21597	2207.20
23.21667	2209.10
23.21736	2210.10
23.21806	2209.90
23.21875	2208.80
23.21944	2209.30
23.22014	2211.30
23.22083	2211.40
23.22153	2210.00
23.22222	2208.80
23.22292	2209.90
23.22361	2210.30
23.22431	2210.00
23.22500	2209.20
23.22569	2208.40
23.22639	2208.10
23.22708	2209.00
23.22778	2209.20
23.22847	2209.40
23.22917	2209.70
23.22986	2209.40
23.23056	2210.30
23.23125	2210.30
23.23194	2209.90
23.23264	2207.80
23.23333	2206.60
23.23403	2206.10
23.23472	2206.40
23.23542	2206.30
23.23611	2206.10
23.23681	2205.90
23.23750	2205.70
23.23819	2205.30
23.23889	2204.00
23.23958	2203.60
23.24028	2203.50
23.24097	2203.60
23.24167	2204.30
23.24236	2205.20
23.24306	2205.50
23.24375	2205.90
23.24444	2205.20
23.24514	2204.80
23.24583	2203.20
23.24653	2202.40
23.24722	2201.90
23.24792	2202.90
23.24861	2205.30
23.24931	2208.20
23.25000	2207.10
23.25069	2205.80
23.25139	2205.40
23.25208	2205.80
23.25278	2206.20
23.25347	2206.40
23.25417	2206.30
23.25486	2206.40
23.25556	2206.50
23.25625	2206.20
23.25694	2206.00
23.25764	2205.40
23.25833	2204.90
23.25903	2205.00
23.25972	2205.60
23.26042	2206.00
23.26111	2205.70
23.26181	2205.80
23.26250	2206.10
23.26319	2206.20
23.26389	2206.20
23.26458	2206.00
23.26528	2206.20
23.26597	2207.40
23.26667	2208.40
23.26736	2208.60
23.26806	2208.60
23.26875	2209.00
23.26944	2209.00
23.27014	2207.80
23.27083	2208.30
23.27153	2209.60
23.27222	2209.80
23.27292	2210.30
23.27361	2210.90
23.27431	2212.50
23.27500	2212.60
23.27569	2211.40
23.27639	2210.60
23.27708	2210.30
23.27778	2210.90
23.27847	2212.30
23.27917	2212.20
23.27986	2211.50
23.28056	2211.80
23.28125	2212.00
23.28194	2212.70
23.28264	2212.50
23.28333	2212.80
23.28403	2213.20
23.28472	2214.20
23.28542	2214.60
23.28611	2214.90
23.28681	2215.40
23.28750	2214.40
23.28819	2214.60
23.28889	2215.40
23.28958	2216.70
23.29028	2216.60
23.29097	2217.10
23.29167	2216.90
23.29236	2216.50
23.29306	2215.60
23.29375	2215.60
23.29444	2215.90
23.29514	2216.60
23.29583	2217.40
23.29653	2217.90
23.29722	2216.40
23.29792	2216.00
23.29861	2216.20
23.29931	2217.10
23.30000	2217.70
23.30069	2216.50
23.30139	2215.70
23.30208	2215.20
23.30278	2215.70
23.30347	2217.10
23.30417	2217.80
23.30486	2217.90
23.30556	2217.70
23.30625	2217.20
23.30694	2216.70
23.30764	2216.20
23.30833	2215.50
23.30903	2214.00
23.30972	2213.70
23.31042	2215.30
23.31111	2216.30
23.31181	2215.90
23.31250	2215.50
23.31319	2214.90
23.31389	2215.50
23.31458	2214.70
23.31528	2213.90
23.31597	2214.50
23.31667	2214.30
23.31736	2214.00
23.31806	2214.00
23.31875	2214.50
23.31944	2214.20
23.32014	2215.50
23.32083	2214.80
23.32153	2214.40
23.32222	2213.60
23.32292	2213.40
23.32361	2213.70
23.32431	2213.50
23.32500	2213.80
23.32569	2212.80
23.32639	2213.00
23.32708	2213.00
23.32778	2215.10
23.32847	2214.20
23.32917	2214.10
23.32986	2214.00
23.33056	2214.40
23.33125	2213.40
23.33194	2213.10
23.33264	2212.20
23.33333	2214.20
23.33403	2213.80
23.33472	2214.00
23.33542	2214.10
23.33611	2214.40
23.33681	2215.00
23.33750	2215.30
23.33819	2215.60
23.33889	2214.90
23.33958	2215.10
23.34028	2214.80
23.34097	2214.60
23.34167	2215.10
23.34236	2214.10
23.34306	2213.50
23.34375	2214.00
23.34444	2213.80
23.34514	2214.00
23.34583	2213.80
23.34653	2214.00
23.34722	2213.70
23.34792	2212.70
23.34861	2212.40
23.34931	2213.20
23.35000	2214.00
23.35069	2214.10
23.35139	2214.20
23.35208	2214.60
23.35278	2214.00
23.35347	2213.80
23.35417	2213.30
23.35486	2213.20
23.35556	2213.40
23.35625	2213.50
23.35694	2213.40
23.35764	2212.50
23.35833	2212.20
23.35903	2212.60
23.35972	2213.60
23.36042	2214.10
23.36111	2213.60
23.36181	2213.00
23.36250	2212.70
23.36319	2213.10
23.36389	2213.20
23.36458	2213.60
23.36528	2213.60
23.36597	2213.70
23.36667	2213.60
23.36736	2213.40
23.36806	2213.10
23.36875	2213.10
23.36944	2212.70
23.37014	2212.60
23.37083	2212.40
23.37153	2212.30
23.37222	2212.50
23.37292	2212.70
23.37361	2212.70
23.37431	2212.30
23.37500	2212.00
23.37569	2211.20
23.37639	2211.20
23.37708	2211.60
23.37778	2211.90
23.37847	2212.10
23.37917	2212.60
23.37986	2212.80
23.38056	2212.70
23.38125	2212.40
23.38194	2211.60
23.38264	2211.70
23.38333	2211.80
23.38403	2211.90
23.38472	2211.50
23.38542	2211.40
23.38611	2211.40
23.38681	2211.60
23.38750	2211.60
23.38819	2211.60
23.38889	2211.20
23.38958	2210.80
23.39028	2210.60
23.39097	2210.50
23.39167	2210.80
23.39236	2211.00
23.39306	2211.00
23.39375	2211.10
23.39444	2211.30
23.39514	2211.30
23.39583	2211.40
23.39653	2211.30
23.39722	2211.20
23.39792	2211.10
23.39861	2210.70
23.39931	2210.60
23.40000	2210.00
23.40069	2210.00
23.40139	2209.80
23.40208	2209.50
23.40278	2209.30
23.40347	2209.20
23.40417	2209.00
23.40486	2208.80
23.40556	2208.40
23.40625	2208.40
23.40694	2208.30
23.40764	2208.10
23.40833	2208.10
23.40903	2208.30
23.40972	2208.30
23.41042	2208.40
23.41111	2208.20
23.41181	2208.00
23.41250	2208.20
23.41319	2207.80
23.41389	2207.60
23.41458	2207.70
23.41528	2207.40
23.41597	2207.40
23.41667	2207.40
23.41736	2207.30
23.41806	2206.90
23.41875	2207.20
23.41944	2207.20
23.42014	2207.10
23.42083	2207.00
23.42153	2206.90
23.42222	2206.90
23.42292	2206.70
23.42361	2206.40
23.42431	2206.10
23.42500	2206.10
23.42569	2206.30
23.42639	2206.30
23.42708	2206.20
23.42778	2206.30
23.42847	2206.00
23.42917	2205.70
23.42986	2205.40
23.43056	2205.20
23.43125	2205.20
23.43194	2205.30
23.43264	2205.20
23.43333	2205.50
23.43403	2205.40
23.43472	2205.70
23.43542	2206.20
23.43611	2206.40
23.43681	2206.10
23.43750	2205.80
23.43819	2205.70
23.43889	2205.30
23.43958	2205.00
23.44028	2204.20
23.44097	2203.50
23.44167	2203.10
23.44236	2202.30
23.44306	2201.70
23.44375	2201.10
23.44444	2200.50
23.44514	2199.80
23.44583	2199.50
23.44653	2199.50
23.44722	2199.50
23.44792	2199.50
23.44861	2199.00
23.44931	2198.60
23.45000	2199.10
23.45069	2198.50
23.45139	2197.40
23.45208	2197.60
23.45278	2197.10
23.45347	2198.10
23.45417	2198.90
23.45486	2199.40
23.45556	2199.30
23.45625	2199.40
23.45694	2199.60
23.45764	2199.60
23.45833	2199.00
23.45903	2199.10
23.45972	2199.50
23.46042	2199.90
23.46111	2200.50
23.46181	2200.20
23.46250	2199.50
23.46319	2198.70
23.46389	2198.10
23.46458	2197.90
23.46528	2197.20
23.46597	2196.50
23.46667	2195.70
23.46736	2195.90
23.46806	2196.60
23.46875	2197.00
23.46944	2198.00
23.47014	2197.40
23.47083	2197.40
23.47153	2197.30
23.47222	2196.40
23.47292	2196.80
23.47361	2196.70
23.47431	2197.20
23.47500	2196.60
23.47569	2196.40
23.47639	2197.00
23.47708	2197.90
23.47778	2199.70
23.47847	2197.90
23.47917	2198.90
23.47986	2197.80
23.48056	2197.80
23.48125	2197.30
23.48194	2199.90
23.48264	2197.70
23.48333	2197.20
23.48403	2197.20
23.48472	2197.40
23.48542	2197.20
23.48611	2196.30
23.48681	2196.70
23.48750	2196.40
23.48819	2196.30
23.48889	2196.00
23.48958	2195.90
23.49028	2195.70
23.49097	2195.70
23.49167	2195.70
23.49236	2196.10
23.49306	2196.30
23.49375	2196.40
23.49444	2196.60
23.49514	2195.80
23.49583	2195.80
23.49653	2196.10
23.49722	2196.20
23.49792	2196.50
23.49861	2196.00
23.49931	2195.30
23.50000	2195.20
23.50069	2195.40
23.50139	2195.80
23.50208	2196.00
23.50278	2195.80
23.50347	2195.30
23.50417	2194.90
23.50486	2194.60
23.50556	2194.50
23.50625	2194.30
23.50694	2194.10
23.50764	2194.00
23.50833	2194.40
23.50903	2194.40
23.50972	2194.30
23.51042	2194.50
23.51111	2194.40
23.51181	2194.60
23.51250	2194.70
23.51319	2194.60
23.51389	2194.80
23.51458	2194.90
23.51528	2194.70
23.51597	2195.20
23.51667	2195.40
23.51736	2195.50
23.51806	2195.20
23.51875	2195.30
23.51944	2195.30
23.52014	2195.30
23.52083	2195.80
23.52153	2196.20
23.52222	2196.00
23.52292	2195.80
23.52361	2195.60
23.52431	2195.30
23.52500	2195.00
23.52569	2194.80
23.52639	2194.30
23.52708	2194.30
23.52778	2194.50
23.52847	2194.40
23.52917	2194.00
23.52986	2193.70
23.53056	2193.60
23.53125	2193.30
23.53194	2193.40
23.53264	2194.00
23.53333	2194.70
23.53403	2194.70
23.53472	2194.70
23.53542	2194.30
23.53611	2193.70
23.53681	2193.20
23.53750	2193.50
23.53819	2194.60
23.53889	2195.60
23.53958	2196.20
23.54028	2196.40
23.54097	2197.00
23.54167	2197.40
23.54236	2198.00
23.54306	2198.50
23.54375	2198.80
23.54444	2198.50
23.54514	2198.40
23.54583	2198.10
23.54653	2198.30
23.54722	2198.70
23.54792	2198.90
23.54861	2199.10
23.54931	2199.30
23.55000	2199.20
23.55069	2199.30
23.55139	2199.90
23.55208	2200.70
23.55278	2200.60
23.55347	2200.70
23.55417	2200.60
23.55486	2199.80
23.55556	2199.50
23.55625	2199.30
23.55694	2199.40
23.55764	2199.30
23.55833	2199.50
23.55903	2199.50
23.55972	2199.50
23.56042	2199.70
23.56111	2199.90
23.56181	2199.70
23.56250	2199.80
23.56319	2199.70
23.56389	2199.70
23.56458	2199.60
23.56528	2199.60
23.56597	2199.50
23.56667	2199.30
23.56736	2199.50
23.56806	2199.70
23.56875	2199.70
23.56944	2199.70
23.57014	2199.70
23.57083	2199.70
23.57153	2199.60
23.57222	2199.90
23.57292	2200.00
23.57361	2200.20
23.57431	2200.20
23.57500	2200.20
23.57569	2200.10
23.57639	2200.20
23.57708	2200.30
23.57778	2200.10
23.57847	2200.20
23.57917	2200.20
23.57986	2200.10
23.58056	2199.60
23.58125	2199.60
23.58194	2199.90
23.58264	2200.00
23.58333	2200.20
23.58403	2200.50
23.58472	2200.30
23.58542	2200.70
23.58611	2201.30
23.58681	2201.50
23.58750	2201.50
23.58819	2201.20
23.58889	2201.10
23.58958	2201.20
23.59028	2201.40
23.59097	2201.60
23.59167	2201.50
23.59236	2201.70
23.59306	2201.70
23.59375	2201.60
23.59444	2201.50
23.59514	2201.40
23.59583	2201.40
23.59653	2201.60
23.59722	2201.40
23.59792	2201.50
23.59861	2201.50
23.59931	2201.50
23.60000	2201.10
23.60069	2201.30
23.60139	2201.30
23.60208	2201.20
23.60278	2201.20
23.60347	2201.10
23.60417	2200.90
23.60486	2201.00
23.60556	2200.80
23.60625	2200.60
23.60694	2200.30
23.60764	2200.20
23.60833	2199.90
23.60903	2199.70
23.60972	2199.60
23.61042	2199.60
23.61111	2199.50
23.61181	2199.40
23.61250	2199.50
23.61319	2199.30
23.61389	2199.20
23.61458	2198.80
23.61528	2198.60
23.61597	2198.60
23.61667	2198.40
23.61736	2198.60
23.61806	2198.80
23.61875	2198.50
23.61944	2198.60
23.62014	2198.10
23.62083	2198.10
23.62153	2197.90
23.62222	2197.50
23.62292	2197.40
23.62361	2197.20
23.62431	2197.10
23.62500	2197.10
23.62569	2197.10
23.62639	2197.10
23.62708	2197.40
23.62778	2197.60
23.62847	2197.70
23.62917	2197.70
23.62986	2197.70
23.63056	2197.60
23.63125	2198.00
23.63194	2198.70
23.63264	2198.20
23.63333	2198.00
23.63403	2199.30
23.63472	2200.50
23.63542	2200.70
23.63611	2199.40
23.63681	2198.90
23.63750	2199.70
23.63819	2201.60
23.63889	2201.60
23.63958	2200.20
23.64028	2198.90
23.64097	2200.10
23.64167	2200.90
23.64236	2200.30
23.64306	2198.80
23.64375	2199.00
23.64444	2199.00
23.64514	2199.20
23.64583	2199.10
23.64653	2199.10
23.64722	2198.70
23.64792	2199.10
23.64861	2199.10
23.64931	2199.10
23.65000	2198.80
23.65069	2198.80
23.65139	2198.90
23.65208	2198.90
23.65278	2198.70
23.65347	2198.70
23.65417	2199.00
23.65486	2199.50
23.65556	2199.40
23.65625	2200.10
23.65694	2199.40
23.65764	2199.00
23.65833	2199.20
23.65903	2198.90
23.65972	2198.50
23.66042	2198.80
23.66111	2199.00
23.66181	2199.20
23.66250	2199.70
23.66319	2199.90
23.66389	2200.00
23.66458	2199.90
23.66528	2200.10
23.66597	2199.60
23.66667	2198.90
23.66736	2199.50
23.66806	2199.40
23.66875	2198.50
23.66944	2198.40
23.67014	2198.30
23.67083	2199.10
23.67153	2199.40
23.67222	2198.40
23.67292	2198.60
23.67361	2198.60
23.67431	2199.00
23.67500	2200.20
23.67569	2200.50
23.67639	2200.40
23.67708	2200.00
23.67778	2199.50
23.67847	2199.40
23.67917	2200.00
23.67986	2200.80
23.68056	2200.80
23.68125	2200.20
23.68194	2200.20
23.68264	2201.20
23.68333	2201.30
23.68403	2200.50
23.68472	2200.60
23.68542	2202.20
23.68611	2202.40
23.68681	2201.30
23.68750	2200.50
23.68819	2200.60
23.68889	2200.90
23.68958	2201.60
23.69028	2200.90
23.69097	2201.50
23.69167	2201.70
23.69236	2201.30
23.69306	2201.90
23.69375	2202.30
23.69444	2202.00
23.69514	2201.90
23.69583	2202.40
23.69653	2202.80
23.69722	2202.10
23.69792	2202.10
23.69861	2202.30
23.69931	2202.00
23.70000	2202.60
23.70069	2201.70
23.70139	2202.30
23.70208	2201.80
23.70278	2201.60
23.70347	2202.30
23.70417	2202.80
23.70486	2202.40
23.70556	2200.90
23.70625	2200.90
23.70694	2200.10
23.70764	2199.60
23.70833	2200.10
23.70903	2199.00
23.70972	2199.30
23.71042	2198.90
23.71111	2198.90
23.71181	2199.30
23.71250	2199.10
23.71319	2198.30
23.71389	2198.70
23.71458	2199.00
23.71528	2199.60
23.71597	2199.20
23.71667	2198.30
23.71736	2198.40
23.71806	2198.30
23.71875	2198.80
23.71944	2198.90
23.72014	2199.50
23.72083	2199.80
23.72153	2199.20
23.72222	2199.30
23.72292	2199.50
23.72361	2200.00
23.72431	2200.30
23.72500	2199.90
23.72569	2199.80
23.72639	2200.20
23.72708	2200.60
23.72778	2200.40
23.72847	2200.30
23.72917	2200.40
23.72986	2200.40
23.73056	2200.50
23.73125	2200.50
23.73194	2200.30
23.73264	2200.40
23.73333	2200.70
23.73403	2200.70
23.73472	2200.60
23.73542	2200.90
23.73611	2201.00
23.73681	2201.00
23.73750	2201.30
23.73819	2201.10
23.73889	2200.80
23.73958	2201.00
23.74028	2202.10
23.74097	2201.70
23.74167	2201.00
23.74236	2200.80
23.74306	2201.50
23.74375	2203.60
23.74444	2202.20
23.74514	2201.00
23.74583	2201.00
23.74653	2200.90
23.74722	2201.00
23.74792	2201.70
23.74861	2202.60
23.74931	2201.40
23.75000	2200.80
23.75069	2201.00
23.75139	2201.30
23.75208	2201.00
23.75278	2201.50
23.75347	2201.60
23.75417	2200.90
23.75486	2201.60
23.75556	2202.80
23.75625	2201.70
23.75694	2202.10
23.75764	2203.40
23.75833	2203.50
23.75903	2203.10
23.75972	2202.90
23.76042	2202.20
23.76111	2202.40
23.76181	2202.20
23.76250	2202.20
23.76319	2202.10
23.76389	2201.80
23.76458	2201.70
23.76528	2201.50
23.76597	2201.80
23.76667	2201.80
23.76736	2201.80
23.76806	2202.20
23.76875	2202.30
23.76944	2202.40
23.77014	2201.90
23.77083	2202.10
23.77153	2202.30
23.77222	2202.30
23.77292	2202.10
23.77361	2201.90
23.77431	2202.00
23.77500	2202.20
23.77569	2202.20
23.77639	2202.20
23.77708	2202.30
23.77778	2202.20
23.77847	2202.00
23.77917	2201.90
23.77986	2202.00
23.78056	2202.00
23.78125	2202.00
23.78194	2202.00
23.78264	2201.70
23.78333	2202.00
23.78403	2202.30
23.78472	2202.70
23.78542	2203.00
23.78611	2202.80
23.78681	2202.60
23.78750	2203.50
23.78819	2203.20
23.78889	2202.60
23.78958	2203.00
23.79028	2203.70
23.79097	2202.90
23.79167	2202.40
23.79236	2202.60
23.79306	2203.10
23.79375	2204.40
23.79444	2204.00
23.79514	2204.10
23.79583	2203.40
23.79653	2203.40
23.79722	2203.30
23.79792	2204.60
23.79861	2203.80
23.79931	2203.10
23.80000	2202.50
23.80069	2202.80
23.80139	2203.10
23.80208	2202.80
23.80278	2202.80
23.80347	2202.40
23.80417	2202.60
23.80486	2203.80
23.80556	2203.90
23.80625	2204.90
23.80694	2202.60
23.80764	2201.80
23.80833	2202.00
23.80903	2202.10
23.80972	2202.80
23.81042	2200.70
23.81111	2201.10
23.81181	2203.70
23.81250	2204.10
23.81319	2203.30
23.81389	2202.70
23.81458	2202.50
23.81528	2203.80
23.81597	2203.70
23.81667	2203.80
23.81736	2204.70
23.81806	2203.50
23.81875	2203.10
23.81944	2202.60
23.82014	2203.90
23.82083	2204.30
23.82153	2204.00
23.82222	2203.00
23.82292	2202.80
23.82361	2202.80
23.82431	2202.30
23.82500	2203.20
23.82569	2202.70
23.82639	2202.70
23.82708	2203.10
23.82778	2203.40
23.82847	2203.80
23.82917	2203.50
23.82986	2203.70
23.83056	2203.70
23.83125	2204.00
23.83194	2203.60
23.83264	2202.90
23.83333	2204.70
23.83403	2203.90
23.83472	2204.50
23.83542	2204.00
23.83611	2204.40
23.83681	2204.70
23.83750	2204.70
23.83819	2204.70
23.83889	2205.50
23.83958	2205.50
23.84028	2206.80
23.84097	2206.90
23.84167	2207.20
23.84236	2207.70
23.84306	2207.90
23.84375	2208.50
23.84444	2208.70
23.84514	2209.20
23.84583	2209.20
23.84653	2209.90
23.84722	2210.00
23.84792	2210.10
23.84861	2210.20
23.84931	2210.20
23.85000	2210.60
23.85069	2210.70
23.85139	2211.00
23.85208	2211.20
23.85278	2210.70
23.85347	2210.60
23.85417	2210.60
23.85486	2210.20
23.85556	2209.90
23.85625	2209.70
23.85694	2209.60
23.85764	2209.30
23.85833	2209.10
23.85903	2208.30
23.85972	2208.10
23.86042	2208.10
23.86111	2207.90
23.86181	2207.70
23.86250	2207.70
23.86319	2207.80
23.86389	2207.90
23.86458	2207.90
23.86528	2207.80
23.86597	2207.50
23.86667	2207.40
23.86736	2207.50
23.86806	2207.90
23.86875	2207.80
23.86944	2207.70
23.87014	2208.00
23.87083	2208.10
23.87153	2208.00
23.87222	2207.80
23.87292	2207.80
23.87361	2207.50
23.87431	2207.30
23.87500	2207.30
23.87569	2207.50
23.87639	2207.00
23.87708	2209.70
23.87778	2208.00
23.87847	2211.90
23.87917	2210.00
23.87986	2212.70
23.88056	2213.40
23.88125	2214.40
23.88194	2214.70
23.88264	2214.80
23.88333	2214.70
23.88403	2214.90
23.88472	2214.80
23.88542	2214.90
23.88611	2215.20
23.88681	2215.50
23.88750	2214.90
23.88819	2215.10
23.88889	2215.10
23.88958	2215.30
23.89028	2215.00
23.89097	2214.70
23.89167	2214.50
23.89236	2214.00
23.89306	2213.80
23.89375	2213.80
23.89444	2214.00
23.89514	2214.50
23.89583	2215.30
23.89653	2216.00
23.89722	2216.60
23.89792	2216.60
23.89861	2216.20
23.89931	2216.50
23.90000	2216.10
23.90069	2216.60
23.90139	2217.20
23.90208	2217.90
23.90278	2217.90
23.90347	2217.60
23.90417	2217.30
23.90486	2217.10
23.90556	2216.80
23.90625	2216.30
23.90694	2216.20
23.90764	2217.30
23.90833	2217.30
23.90903	2216.70
23.90972	2215.80
23.91042	2215.70
23.91111	2215.70
23.91181	2214.90
23.91250	2214.10
23.91319	2213.30
23.91389	2212.40
23.91458	2211.50
23.91528	2211.00
23.91597	2211.20
23.91667	2211.10
23.91736	2211.20
23.91806	2211.20
23.91875	2211.20
23.91944	2211.00
23.92014	2210.70
23.92083	2210.70
23.92153	2210.20
23.92222	2209.70
23.92292	2209.50
23.92361	2209.70
23.92431	2210.10
23.92500	2210.50
23.92569	2210.70
23.92639	2210.90
23.92708	2210.80
23.92778	2210.70
23.92847	2210.00
23.92917	2209.20
23.92986	2208.60
23.93056	2208.30
23.93125	2208.20
23.93194	2208.10
23.93264	2207.90
23.93333	2207.40
23.93403	2206.80
23.93472	2206.30
23.93542	2205.80
23.93611	2206.10
23.93681	2206.50
23.93750	2206.90
23.93819	2207.10
23.93889	2207.40
23.93958	2207.60
23.94028	2207.40
23.94097	2207.10
23.94167	2207.20
23.94236	2207.70
23.94306	2207.90
23.94375	2207.70
23.94444	2208.00
23.94514	2207.50
23.94583	2206.80
23.94653	2206.20
23.94722	2206.40
23.94792	2206.60
23.94861	2207.00
23.94931	2208.40
23.95000	2208.90
23.95069	2208.00
23.95139	2208.20
23.95208	2208.30
23.95278	2209.10
23.95347	2209.40
23.95417	2209.30
23.95486	2209.40
23.95556	2209.60
23.95625	2210.00
23.95694	2210.20
23.95764	2210.80
23.95833	2210.60
23.95903	2210.40
23.95972	2210.60
23.96042	2210.80
23.96111	2210.30
23.96181	2210.20
23.96250	2210.20
23.96319	2209.50
23.96389	2209.50
23.96458	2209.40
23.96528	2209.10
23.96597	2208.80
